"A","B","C","D"
-0.756981356946019,,0.952201262427621,0.778814012191546
-1.28901947384896,-2.35378003752248,0.687914127542976,-1.64280883544136
,2.10416815951393,,2.02950616292093
1.14625997326498,2.05466102390937,0.725513115303438,
,0.495804601046298,0.889742205352727,0.10152651496214
,,,0.9106356279836
-0.860325741423062,,-1.58743172074196,-1.87303200255164
,1.2483053353732,,-0.225260876397948
-0.0937232337608719,0.666002499865452,,
,-1.54583509588588,-0.583052034902538,-2.32131753342625
,-1.06639899348512,,-0.81951061449457
1.53732753549595,-0.71655356478734,,
-0.455771062778902,,0.323341983367843,
,2.28173012021616,,0.103860823260532
,,,
-0.329041970526538,,,-0.358085441502132
,-4.11476858715318,1.00516171620007,1.3330552962779
0.513983786447932,,1.31590436042304,
,-1.24187799817918,-0.464420506524517,
-0.998538406003926,,,-0.247267023746208
,2.56361278823371,0.784223733852386,0.49280318048035
,,1.80683639154714,
-1.03978254140354,-0.832648501873313,,
1.03102518166676,0.870316141688229,,
-0.0941478383696331,2.15384671797768,0.991144026939049,0.614983423157273
,,,-0.128382523102631
,,0.145192337940531,0.982769996828793
0.213674518441066,,,0.175713595703811
,-1.41359501798188,,0.239813614341333
-0.470408874742861,,,-1.85674907813404
,,,-1.97158782245113
-2.3359473318599,,0.670515637082656,2.47097709869808
,,-1.50710086938011,-0.109060033638586
,,-0.472642602857836,
,1.75900086101221,,
,,,-0.828150385762741
1.29306948602434,,0.19874898736895,
0.188849315056629,-0.784708789989327,,
0.101939134905212,0.986364287636027,0.286365448361139,0.976687417804288
0.698135808858598,3.33966249354382,,0.393539908348977
,0.282411487218556,,
-0.195898856066376,,,
1.17758441380777,-1.3300214790873,,
,,,-2.49346599524189
-1.27549670675253,-2.21194882988662,,
,-1.47033810095473,,1.63128676664352
-1.37758962460372,0.420759698175205,,
-0.59831080371967,0.158283768892655,0.259300699741724,
1.21092038385701,,-0.520594076824039,
,-2.4984713238785,-1.14965472106946,-0.37487612397404
-1.77901419088083,,-0.336264923960264,
,2.377109328116,,2.23450543094846
,-1.80099972369791,-1.45994480737384,-3.22418148425028
,-0.961657918425523,-1.00591945825303,
-0.168250200756106,,,
0.427775678362924,-3.7219800045607,-3.10081544733344,
,2.13154905303938,,
-0.651211869360044,,,0.842623808365646
-0.304590923146605,,-0.234787716390368,
-0.415097169645636,-0.465456295937532,,-0.143538306466986
2.81608427602238,,,4.50660720054676
,-3.38089583728,-1.00038595770904,
0.472800423111086,,-0.67006754452081,-1.44837771611762
,0.682519644892893,0.561308076707618,
,,,-1.73564598423005
1.37875466885731,1.74142686686674,-0.0397434929297792,
-0.338883669537391,,,0.051270951249477
,-0.156476688875641,,
,2.21288836802833,0.0539513629798608,-1.62835548633049
,-0.690248936123125,0.700225724746293,
,1.08980236480329,,-0.21914992758775
-1.42845961222117,,,-3.07978804562763
,,,
,,0.584734141720419,-1.31440557210412
1.35711964684949,,,
-1.99917741100747,-3.21628046388575,,
0.956080621428453,3.92282731649637,2.41430570825886,
,,-0.262291236715308,-0.901720136447424
-1.27121697156009,-1.86609530794765,-0.240088466395096,0.383341747828897
-0.768323878489628,-0.923336387983863,,
,1.96484077441059,0.971971854796723,
1.14383542879701,,-0.00845436681912273,
-0.765999304028674,,0.0401609372061594,
-0.224125999053298,-2.3034529961981,-0.768470345090566,-1.64107543384836
,0.661825654880359,,
,-1.14722736416006,,1.22786712331971
,,0.314001786513158,2.50205553995129
0.448768189234897,,1.19935562994858,2.33338995158641
-1.10581452855633,-1.96031874520439,-1.64842460758216,-2.10320970275934
,1.02881062699195,,0.923406059188291
0.783277510302197,,0.558091442361505,-1.27826186418729
,-0.425905186465156,-0.252772816029414,
1.42509827746748,1.41193095712869,,0.597261813058825
,-0.286253078443241,-0.576420783156381,
,-3.22567000853082,,
1.04782692647826,,,-1.25237015684643
,-1.8232924220855,,0.446077984789768
,-0.232688821096339,,0.491894904972296
1.7190418138518,2.197697712766,-0.230222558651579,0.0688801655159185
,,1.40370557004679,
1.54955532739698,2.24247459408883,,
,,-0.698744964954042,
,2.49727477854527,,0.498873917336932
,,,1.44900523265679
,,0.740470852019787,0.30121934640186
,-0.991942761733828,0.629040529558861,
0.0766436635945079,-1.33004173935734,-0.594829557679583,-1.69731195253698
,0.580440508899713,,-0.0371829606809316
0.277446817034678,,-0.656208334534476,-0.551383631003055
,,-0.30571271204535,
-0.460485565976711,-2.25858782568521,-0.503665041910418,-0.174800299281604
,,-0.150629960444101,
,1.17941179608185,0.800940558387889,
,,-1.18671784824664,
,,0.430636363736109,-0.760487830037401
,0.322889648746841,,
,,0.961292345517448,
,,-1.55656431030924,
-0.643681105896039,,0.544843926460806,
2.04601885213282,2.08384046462466,0.327768822410872,
-0.560762421131065,,-0.488809232804017,
,,0.124061212674077,
,-0.337993088371608,-0.373938119775673,1.13705117145742
,2.33529287974716,1.66964674817633,
,,,-1.15847630611805
,0.860312058023681,-0.129661250884983,
1.12265421625967,,-0.0614056054424501,
-1.17260886019801,,,-0.598495234361021
,2.39027354825119,0.269262247626327,
-0.704140337217957,-2.92389645213552,,-1.5509340684984
0.680758638017183,,0.190657518428592,1.11929297982448
0.130006761402136,-2.30444666948836,,
,2.35941454314721,-0.291141880810867,0.776711172173857
2.05850086898135,,1.10530977677517,
,-1.15103740884365,-0.408348810733532,0.368242451392529
-0.534616652198382,,,
-0.823516726518704,-0.0797276370897713,2.06528923788075,
,,1.02663108946843,
-0.0696018363603779,-1.1849244793571,0.638331846421192,-0.169714046069558
1.99180191472057,,0.779955035238633,
,-2.82436553102491,,
,-2.69256843724484,,
,,,2.71211597743373
,-1.70661235937214,-0.52682880926582,
0.821111859737407,,,
,,,
,,-1.29757137375826,
,,0.732456439186754,0.725196414569406
1.19520647042577,,,-1.24370886849977
,,-0.446028623417949,0.600151632014677
-0.312280694434521,-1.1521310962799,-0.555405845015943,
0.0459937666619196,,1.0135102100717,-0.0691264242376526
0.652722613401543,,0.760511004792329,
,,0.515606075631556,
-0.310270965480046,,,
,,,-1.2026095329488
,,,
,-1.83587155263426,-0.58033376096083,
-0.0210075354337069,-1.42260578697026,-0.765195867451319,0.154456297745466
,,,-0.78076321286296
-0.994479836178391,,-0.392132246106756,
-0.199867234998128,,-0.814464750576459,0.0784519646750412
-0.347027822807086,-1.6999125480214,-1.04896881717259,-0.220028710302533
,-2.12871610885704,,-0.4240641486883
1.52988221249492,3.89160082719354,,
-0.0119223793666472,,,0.568522004052255
0.398671992491547,,0.101917080159456,
,,1.38851610194636,2.25870673846031
0.601359843881131,-1.10950333094367,,
0.218495462278797,,0.0318538483486216,-0.508251659840033
0.236595501860209,2.44308969213709,0.994622667246874,
,,,-1.83009791323724
,,-1.28952949407893,
,,-0.5803432748902,-1.63657581080918
,,,-0.972354870689419
0.180822010712195,,0.457757469726081,-0.0620831309703512
,-0.0708472400243239,,
,,,
,1.84242989482166,,
,-3.54184523644576,,-1.65597284414259
,-0.96228223781471,,-0.838085100882957
0.58599161230581,,0.677716886832238,
,,-0.960054740411522,-1.17391914676235
-0.800527545484263,0.7549065792255,,
,-0.497683584662526,,
0.235749032414043,-2.03680516999744,-1.2077298951659,
-1.63483238484751,,,
0.871229240582207,-0.550701654175642,0.533265347876546,
-2.16893467443595,-2.14143922058412,,1.14089983675583
-0.503339522315559,-1.67617586510678,,0.62143111524333
,,1.49662448139402,
-1.24860020954842,,-0.579360171804034,-0.860587351560074
-1.07790734011295,-1.79067974510815,0.195710060361437,1.3610714284528
0.250077353605602,,,0.0047430992455948
-0.11977403121588,0.228292998029235,-0.78745610136141,-0.482039000161873
-0.30085263245286,-0.105890214005892,,0.692745889915103
-2.32076377558186,,0.732029770375811,0.534288175530985
,,,-0.617320921803103
-0.131307112462703,-0.612911181787188,-0.635537866712807,0.632197399598233
,-0.499892807244847,-0.0203026480728,
,-2.39839453905976,-1.78574030895321,
1.0495407129977,0.700186849545004,-1.07383926931824,-1.17551160593633
,-1.7126215664002,-1.57090353287607,
,-0.141569800181823,1.12604749004013,1.42946316937043
,0.309480128272256,,0.0603991806305586
-0.28490348155087,,,-0.0739631514080732
,,,-1.438284679205
,-2.51498422907537,-1.38458609129384,
,-0.195132043214725,-0.781132677033532,
0.741194719519762,,0.72933820964955,
0.226852003567295,,,0.759837364244862
-0.200147012715761,,0.855533164521198,
0.387820244768823,-0.766800231929785,0.334850020961827,
,3.63120304041777,,-1.99602408548641
-0.140513958248364,0.0290942584115204,-0.44974613716595,
,2.55884902486142,1.86817878395297,2.04087659748994
,,,
,0.201686650380499,,
-0.420298275494042,,0.333186531907172,
0.195664503560041,-0.594079212550607,0.214775377630061,0.077842522693197
,,,-0.510355332293261
,,,
-0.766214222789801,,0.578954070452965,
-0.929714216784719,-2.45596408396988,-1.23851485535283,
,1.01582572628584,,
1.35683685227542,1.77096837050417,-1.05598822527035,
-0.787135594929695,-1.337812388172,,-2.68324274383513
,,,
0.330680560251943,,1.20945073301126,2.20612535411466
-0.55462045006283,2.19857144249035,1.00965151734779,
,,2.07451834027279,1.92370320757827
-0.0475961169783602,1.28084421460348,,-0.441555441862573
,,-0.450038363625214,
,1.62503017053358,1.01203773214142,0.0746493810709269
,,,1.99277342223713
,,,
1.26799658618238,,-0.165597451776538,
,,,1.36999295422876
-0.464481896508305,-3.36861853910118,,
,,-0.263115336142614,-0.677963995978872
,,,-1.06341538533689
-0.339626156224904,-0.725554305703284,0.235127002090626,
-0.423344808400481,,0.82695531860974,
-0.618271527554652,,-0.72468864295142,
,0.468572990827229,0.240226404870602,0.0158435029466688
,-2.40672083936212,,
-0.16757803378388,,-0.268587183086092,1.25398747699361
,1.38886337212846,,1.6606610833751
,-2.13644410841768,-0.453095230965119,
0.385425894820638,,0.201432679538149,2.61295307077677
-1.96708768381011,-2.1972591145888,-0.443926192797612,
0.954968861111918,2.40529992143419,0.354496197150051,-0.700705148998046
-1.6633605848706,,2.414924743698,
-2.20273488009703,-5.16301267291855,-0.865470347247734,0.718517282671903
,,-1.02318024969011,-0.805939653111159
0.162080393912321,,,-0.915176057074758
-0.651567164764164,-2.31672880490943,,-1.91005209089603
,,,-1.13220462590372
0.333204975057779,-2.05974899124692,-1.47521058037124,-0.849800217442205
,,0.0717121656283101,-2.58345196430328
,-3.10217819207326,-1.94740597075287,
0.497932992929394,-1.91825026365298,-0.820605963196813,
1.63398965670861,2.1935118805509,-0.240444802575717,
,-1.43416051275336,,-0.820439865192799
,-0.0936532580796539,0.291973129478715,0.167117430319326
0.453160033529716,,-1.0656473570545,-0.582960863943427
,,-0.0956847295793767,
-2.25653485624939,-1.76407990501667,0.271708659606423,-0.416072180893178
-1.22465855193064,-0.77237297415913,-0.84342438483173,
,,,
,,,1.72640975947624
,,-0.532540539411741,
,3.04821624024149,1.04980628511168,
-1.06381135183874,,-0.980258799174485,
,,-1.38912464180295,
,,0.618205754701307,1.95458797364197
,-0.794027766439048,0.0573838872018155,
,-0.758933355083381,,
,,-1.30659620372524,
0.374345223259504,2.40537425822677,1.39038599617606,0.492167453827115
-0.0810548925112574,-0.155691586952995,,-0.0918277815122756
-0.0470493466531285,0.437374490312744,0.0343420400670102,1.05154350479445
-1.94878708644615,-2.86285691994713,,-1.32152685862431
-0.673668581278741,-3.89309704621276,-2.49749510433214,-1.93940974225696
,,-0.78563321750104,-1.78556567408383
-1.6057180576203,,,
-0.493883100845236,,,
,0.412237469548886,,-1.6687241630331
,1.39785611673956,,
1.09126265030032,-0.170773503273418,-0.0662044561146614,
0.444400296922585,2.36380677348412,,1.1810790214203
1.01207034075848,,0.514431098288697,
,,,
-0.307840173188787,-0.0487200899166248,,
1.08516888442625,1.23077395734313,,
,1.01913373000441,,0.461682312293817
-1.68024471568337,,,-1.23166108651883
-0.846555519092125,1.16451779893047,2.28921256091298,2.42335079841549
1.00759205983273,1.58148662339993,,-0.81576127234642
,,,0.121689084670499
0.333444132777122,0.171509856855161,,0.115344209098321
0.0142226956806451,2.06205625295233,1.26427092770204,1.81596600284123
-0.496357607349662,-1.43182273742818,,0.30688844365701
,,1.1184452686726,0.0544075652905232
,,0.717774267679461,
0.209578828892245,-0.692612968985389,-0.763623997851172,
1.23467013989917,-2.67186726221562,-1.68806820088176,
-0.199819784434937,,,2.20758813849139
-0.923208042026682,,2.71924247803751,2.9865849737989
,-0.00415914932782724,1.50798163776749,1.12123179058672
,,,-0.0700479705464687
,2.35386984096931,,0.416491763945504
-0.463683013103733,,2.84615910691811,3.0577112675877
,,1.82122937157117,
,,,2.33441845670121
,1.05507342397391,,-0.165777532314471
-0.658681856604976,,1.09607063792032,0.96920518831619
,,,2.28777801113115
,,0.0998279509307027,1.25033356610728
-0.962178270242238,,-1.22006999320058,-1.0945128650745
0.623360901900257,,,
,,,-4.10632135245909
0.38933087814222,-0.0434319205388694,-0.439850887595192,-0.398529814771268
-0.580503496721951,-1.03171934515343,-0.617346630090634,
1.79497795592676,,0.016416573859158,
0.665288009047707,-0.797974987210723,,-3.5166269693194
,,-1.67740305565452,-2.90306088723284
,,0.945067047462514,0.105167045913647
-1.21451438389368,-2.12730318205635,-0.378994242373767,
,-0.516530842978294,0.588993551762156,
1.40335789868052,,,
-0.188839311604344,3.24066243128093,,
,-0.548071029649646,-0.621953769983214,
,,0.125024917999127,
,,,2.91503821990163
-0.880212545566096,,,
,1.76345370534372,,-0.338166180749744
1.44655271093401,1.96530172494907,,-1.16269215491119
-0.593402125000833,,,-0.977898897700897
0.275979011382551,0.489996382018989,0.548168110935353,
,-2.70234583465084,-1.52619206761251,-1.70598664896335
,-0.0561364912397869,,2.31663702149356
,,0.233040294437111,0.824328229193158
1.36906206733358,1.9420794922689,,
0.940310089910901,,,
0.5936651573177,,,2.06972394459793
,2.68438301442724,,0.846889892395855
-0.424424996733506,1.23354867985732,,2.53434685400775
,-1.41653887903338,,0.744537953314113
0.209629277871549,1.11150603254242,1.02025729042043,0.631830383879628
,-1.71236991035004,,-1.02810163541444
,-0.539101107059639,,1.34441141090971
,,1.36148277591632,
,,0.684102567052816,
-0.321358418660978,-0.138490477885421,0.408123545050895,0.501557061393813
-0.996491243786537,,,
,,,
,,,1.39820487025157
-0.295271709137097,-0.0130196166087692,0.0850418708929588,
0.54916088318128,,,0.178452581244711
-1.54589181325016,-1.11915448801758,,-0.724046689348275
,-2.88373534517121,,-1.29115301243736
-0.111331874671968,,,-1.3189245413039
-1.4128135356317,,-0.338197937084208,
-1.98295385072071,,-0.681098182928233,
0.783595407833566,,,
0.900869339749533,-1.47357726840093,-0.689825746517302,-0.75267519121042
-1.0299636420045,,-1.02167794142721,
-0.272057268566593,-0.0054748730119818,,
,-0.438134596834657,,
,0.713580789829354,-0.411479951269973,
-0.0296783010019916,-3.05555198113674,-1.42423091749104,-2.03595524455895
-0.869460450959366,1.26009896624102,,-2.23805500799041
,-1.17688766879358,,
,-2.28043097144723,-2.27400171753857,
,,,
0.571008847814101,0.153702121376038,-0.238453323435656,1.0508493498988
,,-0.00704102353778934,-0.597298673986095
-0.842889697415977,,,-2.50904870179622
,-4.18092940126074,-0.786348320924561,
0.530875663154472,-2.48217937645702,,
-0.177058947394319,0.0183830598959891,,1.079555180261
-0.0393923499714967,,,0.463214232209767
,2.04116997963074,1.16621335126948,1.64893716325051
-0.8935158344016,-0.113739102308945,0.257740431339078,
,,,-0.22988614593507
,-0.46298587016866,0.348514957499862,4.13873157889737
-0.713187821756013,,,
-0.205746143817567,0.132342965347142,,
,,-1.32688845208815,-0.842384426216954
,-1.06103821881473,,-0.324614522671468
,0.193698879061901,,-1.30000643267807
,-1.40224100548592,,-1.1016617333944
-2.54193110113798,-3.28970599410825,0.875947042483976,1.59310754386461
,,,-3.39324908288063
,0.916203251062442,0.381418576995337,0.0536103311110259
,,,-0.705312060729992
0.688327722261226,,,0.0077650758729767
,,-0.50207882496893,-0.924230313500772
0.645646746355588,0.223186532949125,,
,,-0.155194901609538,-0.220956845914014
,0.424162968945987,0.0343099163787527,-1.47058639670432
0.00415968001844305,1.00280329062951,,
1.63006733460683,0.715484654170791,-0.133881904504806,
,,0.184655020260185,-0.237820879023287
,-0.646659675332681,-0.67990336449381,
,-0.450102264491753,1.03910089440806,1.37329765799295
0.557012225188023,-0.327884869809674,-0.752739331493546,
,-0.871768282085301,-0.0274853807778274,
-0.648299296516002,-2.45618174854958,,
0.071960844365645,1.90676338033927,,0.658354304479769
,,,0.17951176319573
,0.709821418397407,,
,,-0.620133497034257,-0.115383161251401
0.411351933690778,2.61763894047306,,2.08316746062144
-0.776183890462463,,-0.618684010780002,
1.13967765719806,,,
,2.04882397149552,,
,0.800661713928063,-0.871485883234438,-1.78451143162103
,,,
,-0.472602059878982,,0.489939467613941
0.0541979571095952,-0.912824561906554,-1.0210777174321,
,,,0.615119911124234
0.778106697935667,-1.94443483889651,,-1.80623364064097
,,1.14046684613887,2.24428067480441
,,-0.30821739469878,-0.826421067273862
,1.34992994487838,-0.221739052346975,
0.626081345376854,1.94196725246569,,
0.872931663855459,,1.12099246177963,
0.816391978938957,,0.817426682823403,
,-3.08424028827382,,
-1.31260505619999,0.168135297455146,1.34196890193784,
-2.01251977795928,,0.756946003766945,-0.112535471476921
0.504932697727817,-0.552911798634322,,-1.2638349033714
,-0.657350417356561,-1.24063301275434,
0.335850688825044,2.24199002461229,,
-1.05912444601131,,,-0.461459438637525
1.56771674994935,,,1.48184714983247
,,,-0.54443202901556
,,1.60769656943749,3.45309595459822
0.551402005080575,,,-0.4586372137315
1.19031064508552,3.44588643544834,0.00395312553577807,-0.56806174239577
0.330602226294406,0.184316214411576,-0.157476632932461,-0.547400474810787
,-0.0838804204233026,,
,-0.7156133264658,,
-0.55851419019136,,0.544007290133286,0.835256009423719
,,,
0.282074067985043,-1.9841548396801,-0.430021919441724,-0.594653467185238
-0.0332192123310964,0.69448941345779,1.75138402986579,1.20142753588318
-0.177971989093417,,,
0.183485516942061,,-0.0247267865659582,
,0.262366015853955,,
,,-0.522286470546874,
,1.0137769395586,1.14644338784929,1.86105291204617
0.846271470268007,2.10642107174124,1.54100027623725,1.64522517991794
0.046932368001524,,,0.731150122802771
,,,1.24689959522141
,-4.07692761642177,-2.16462194833333,-2.81201198714198
,,,
,-1.78312072053479,-0.962761155680945,
,0.135922519377937,0.172454643394807,0.200842968256886
,-2.81549711657339,,
,,-0.198871946054345,
0.125964082145297,-0.669490602098378,,-1.69087900344803
-1.11677637555443,,,
,-0.465486768262416,-1.84696192888893,-1.9842902872109
,-0.306828868282372,-0.710705386546302,-2.50594975116854
,1.35954627316473,-0.445259709642626,-0.782994184006125
-0.225770566942818,-1.15544009586172,-0.962087979961452,-1.58296033435318
,-1.7443170577939,,
-0.0980529020064929,,-0.617612621023906,-0.727383781006139
0.404690656237582,0.0667575943431495,-0.295905023898113,
0.799914606641116,-1.34643064913085,-1.65070823247515,
,,0.543054954855686,
,,,
-1.01556474815148,2.07324002680444,,-1.16812368096614
,0.327579887397786,,1.57516611049239
,2.45400730052646,,-1.0046020910116
-0.428615845083704,,-0.0815326566760316,
1.14568121778476,,-0.206356159991049,
-0.243098209585093,-1.22595599297758,-0.183142588704389,
-0.478543237763877,,1.42712751437914,
-0.710417122207556,0.826259385689638,1.93713713542,
,-1.09806092863811,,
,,0.34547181166486,
,,,0.727374186920205
,-1.14790885663053,-0.469830879999165,
0.838735792432261,,-0.408892669903645,
,,,
,,,0.615867561426449
-1.42711135295193,,,
,-0.504079407050506,,2.36830796500376
-1.58945511359183,-3.05676591228181,-0.90089052957416,-0.957999385819854
-2.84854676989379,,,-0.501813989772387
,-1.58036962880132,,
-0.493723874282408,,,-0.807490120830242
0.394970677706016,2.22835904055596,,-0.518019855617813
,0.799503628755678,,-1.72123135595949
,-0.842797034114429,-0.741393896829097,
,0.413429386888272,,
0.350256179524455,0.600244540375383,,
,-0.358004083063926,,
-0.774315249588103,-0.352179323034618,,
0.730815610006591,0.794825527441188,-0.4724759747223,-0.335129324046584
,,,-0.294519759988965
,-0.570762938319064,-0.552027719304294,
-1.222380910859,,-0.945726070647033,-0.843534554371852
,0.0531605625663126,,-0.319296802469091
1.427519655915,,-0.72636141618694,
,,,
,3.12441696310348,,1.3263153887466
,,-0.706859902277359,-0.736250580690182
,,1.60654717937619,1.2090431937598
-0.587684756585901,,,-1.07243215291979
-0.411697868987503,,,
,,-0.647321269589118,
0.256396753535657,,,0.835693698082214
,-2.72694274457395,,
-1.86058762981445,,,0.426533518516994
,0.8852378540243,-0.161455693096072,-0.20203296466189
,-3.00860978750507,-2.00531347926449,
,-4.87951757194785,-1.68412431420301,
,0.671047043453808,1.86521545533383,
,,,
,1.99613308819164,0.269400473646899,-0.367552695205778
-2.01286872832228,,,
,-2.88845394711364,0.607412086495088,-0.60303505355536
,-3.11506276253763,-1.6250425711917,-1.93712019393825
0.175396078648851,,,2.52917195776262
0.330839221414253,2.23332325677713,,
-0.320689231300393,-0.021781251737122,-0.588626784838669,-0.838910831240526
,,,0.606695830755588
,-2.42092459150648,-0.933405410801591,-1.14061282961404
,-2.0003931518661,0.443110295011294,
,-2.63949355833193,,-0.959674273810421
1.62288518113168,-1.61204345176831,,
,-0.701504986760969,0.622906660196073,2.0253994677117
0.0762644051386911,-0.280390428560381,,
,1.39842364375221,,0.401321830717831
-1.24022784904392,,,
0.635947897868601,0.477409078298098,,
-1.05062867965275,0.302246153059237,0.705185373421634,1.07544817869844
2.73520918962219,,,
,-1.86103426548723,-1.22661429165899,
,,,-0.0641622819729815
,,-0.387589355040817,
1.84364554004006,1.87378076542993,,
0.663927110403606,,1.58805361109754,
-0.250990643747969,,0.225558570554305,
,-1.06368898252879,,
-1.03872776071744,,,0.187387759947743
-0.78498930533731,,,-1.47543134194566
,,,0.278345519782524
,,0.377414310996902,1.1083859905107
,-0.412478352070746,,-0.981443623337521
,1.7847389511717,,
,,1.03028322471671,0.621042013234335
-0.694531484071315,2.07326289816494,0.754261594912219,-0.87039251670622
-0.444932544042374,,-0.17766114957514,
,,,1.13774675129917
-0.00484443653596692,,-0.960665371956097,
,0.160018989018256,0.295840412233023,
,,-0.387695070222156,
,,,-0.0764535930658011
,,,-1.34896220446677
,-0.7672874613982,,
-0.049344529739962,,,
0.627765061532786,,-0.458396567117685,
-0.223971151420257,,,
,,,
-1.56374070756789,-2.47430871680539,,1.51019322501461
,-0.260533430629694,-0.323066979536599,-1.07189380210572
-0.516215987283684,,-0.306428447549164,-1.49237326247036
-1.19054257551753,,,
,-0.851556775492852,,
0.371994945422908,0.938464295272683,0.295185196118034,
0.0923429640204638,-1.19086079068601,-1.00880417504463,-0.761324313558048
,1.21839924175363,0.509187398902318,-0.588140355882167
,,-0.103734071193328,
0.828464029727859,,,
,,-0.667532935189074,0.123429167147005
-1.32815619805706,-0.90407210697241,,0.271499276885822
,,,-1.51204838325718
,,-1.07989512600753,
,,0.539395391122745,2.44593446472086
,-2.25609281307167,-0.436228040727348,-0.923323688569592
,-0.0746532933847255,,-1.6034631695488
,-0.450545147594329,0.903665802195412,1.68930725939377
-0.400603355192185,,,-0.801220130090945
0.173361502856003,-2.14449144712811,,-1.2134637313665
1.36938766954533,2.88659144887988,,
1.29919609375684,,,
-0.456296893545459,,-0.967298503258083,-2.4956410272357
0.010664861858056,1.31042507495229,,-0.510082635853262
,,-2.2639149136375,
,,1.00420635196813,
,1.06738861774265,-0.128934096571679,
1.49800968551095,,,
,,,
-0.692465145302773,,-1.31121438344035,
-1.3666232971684,-3.62582784465733,,-0.881789314446233
2.1260518537637,,-1.17617256761232,0.737610464245173
,,-0.116316205068109,
-0.593948909367117,,-0.516849821673601,-0.31751666582215
1.07806733795125,1.73512833665641,,
-1.09958583285891,,-0.0836065886624141,1.24257139074359
,,,-1.38690752328598
1.4408703022386,-2.93194908837376,,
,0.232731365029134,,1.44314292128871
1.45128094388337,3.82506135153651,,
0.641551431409249,2.04276097988696,0.46011963144969,-0.116462427910123
-0.678807618879959,-0.391433192789326,0.0101478929415063,
0.574312736347461,,1.56213812037827,1.17140172869704
,,,
,-0.877789308158107,-1.18886219188327,-0.757043657199058
,3.01395211127479,,1.56723811227363
,0.0679800497970646,,-0.0836186639519461
,-0.738610600284256,-1.25196116891899,
,-0.564922893815243,,-1.47219203828669
-1.20558039559856,,0.0120830674316974,
1.59529386747203,0.783271237194069,-0.708108894277591,
2.041955459993,1.2297319032963,,0.930105086515818
0.614481250043309,,0.0663082947838724,-0.0604635060194478
,2.14025465917512,1.74011670294428,
-0.496421667693228,0.197372491235419,,
,1.73440707471043,0.554810072461919,-1.06201212884064
,,,1.79155676470737
0.288169818251616,,-1.4385532459931,-1.68310368493567
,-0.549154507380622,-0.532122378589908,-0.443370839200885
0.788403786030499,-0.167143107390374,,
,1.04742357801431,,
1.24299900805133,,-0.657796552032738,-0.0920766468340783
,,0.26520020368201,
,,0.614049678801282,-0.93707882259663
0.96618929222735,3.33927912060409,,2.48906079116277
,0.514511585812412,,
-0.457483758648024,,,
0.945466684608465,,,0.541891596784497
,0.290960755319265,-0.492480970481469,-1.73116058985158
,,0.105833422495397,-0.243604693211658
-0.900444693895271,-1.53936602804298,,-1.75595378513972
-0.37035070411506,-3.16365775852966,,
-0.0407969264500623,2.81300852961918,,0.231407652338817
,,0.0604757964385503,-0.427029859677626
,,,0.989326117807426
,-0.236370702723325,-1.15888481392383,-0.608561374276274
0.474900095404527,,0.286194788665791,-0.162016807714639
,,2.37726562611118,
-0.48874772568831,,1.31186851003724,0.317115168115854
0.900203657260438,,-0.532430866934913,
1.07753566006142,,,-2.12323123231112
-2.37367085604992,,1.4904537092388,2.00038297385429
1.12457483752911,,,
-1.77954774715351,,-0.548393922429268,-2.16520420230658
,,-1.67319559232013,
,-1.42740949186922,-0.467122029293922,
-0.630105782923093,,,-0.254375877910942
,0.186767852419094,,
,,0.65515338358574,
,-0.756050236510109,0.745458404159359,1.03106920959274
,-1.88857466124623,0.522493194464307,
,0.318954169955645,,-0.0205419610959683
,0.212757723897206,-0.883941912184621,-0.137547521011382
0.860947143393616,0.310072197513257,,
,-0.766439032619198,,-0.0237355258852848
0.937543052030658,0.656997096283722,0.197758114653897,0.0247604690688232
-1.39520577829527,2.71841598606345,2.12796398585981,0.996584570693768
1.73874301887633,,-0.688994959596743,-0.267767976090005
,1.11866275581923,0.651166677914118,-0.610716182800852
0.765024386769347,-1.70424482953158,,
0.317911345135436,3.70373087700905,,1.98696117825069
-1.06360051761289,-2.9888067719123,,3.17246843407925
,0.129937701046595,-1.27420021003345,0.843344661876743
0.0333768426273916,-0.595638927987278,-0.937593259773779,-1.8214395651223
0.818407774847846,2.41473503011927,0.246395938617687,0.238505334389717
,,,-2.74719455093487
0.868497252409914,,-0.53278518517171,
0.0216805208980772,1.59150586622451,0.2403826585792,0.876878555976857
,1.41913786637473,,-0.3414328668183
-0.352180864911126,0.567195796038337,,
0.527288318248801,,-0.928381418202209,-0.719325209450136
,0.45802894757923,,-2.40568807089742
0.843859777098379,,,0.421302757887944
,-0.528828671100503,1.63574929695891,2.03874484849378
,0.995793018230225,,-1.3094141579641
-0.580165079131849,,-0.648086100702782,-1.05432630224376
,1.64681379944682,0.686176846771982,
-0.636686379475083,1.0062962685454,0.838349455071418,0.327705786014332
,,,-0.0584535981807403
0.790371602039116,,0.959133780596116,
,,,-0.990235088064815
,2.80385474152278,,
,,,
0.563262281636034,,0.768808277704727,-1.27692540488367
,-1.25799922222901,,-0.47181954896827
0.423038432410325,,,1.21136006956568
-0.596764229709111,,,
,-2.14347209000688,-1.04816476583171,-1.93534864504777
-1.68160070977383,-3.72350291359017,-0.439745551586426,0.407816293360964
-0.456296359001271,-1.47826047818778,,-0.531538841425224
,2.4391575988739,,
-0.23903748350282,,-1.67567955573018,-1.18667506170493
,,1.30365944267725,1.03513769910036
